,Game ID,Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
49,MIL202104010,b5,1-3,1,1--,,,MIL,Travis Shaw,Kenta Maeda,5%,35%,Fielder's Choice 1B; Yelich to 2B/Safe on E6 (catch); Shaw to 1B
50,MIL202104010,b5,1-3,1,12-,,,MIL,Lorenzo Cain,Tyler Duffey,9%,43%,Single to CF (Line Drive to Short CF); Yelich to 3B; Shaw to 2B
51,MIL202104010,b5,1-3,1,123,,RO,MIL,Omar Narvaez,Tyler Duffey,-3%,41%,Single to LF (Fly Ball to Short LF Line); Yelich Scores/unER; Shaw out at Hm/LF-C; Cain to 2B
52,MIL202104010,b5,2-3,2,12-,,O,MIL,Daniel Vogelbach,Tyler Duffey,-7%,34%,Groundout: SS-1B (SS-2B)
53,MIL202104010,t6,3-2,0,---,,,MIN,Andrelton Simmons,Freddy Peralta,-4%,30%,Walk
54,MIL202104010,t6,3-2,0,1--,,O,MIN,Nelson Cruz,Freddy Peralta,4%,34%,Strikeout Swinging
55,MIL202104010,t6,3-2,1,1--,,,MIN,Luis Arraez,Freddy Peralta,-4%,30%,Single to RF (Ground Ball thru 2B-1B); Simmons to 2B
56,MIL202104010,t6,3-2,1,12-,,O,MIN,Jake Cave,Freddy Peralta,5%,35%,Strikeout Looking
57,MIL202104010,t6,3-2,2,12-,,,MIN,Jorge Polanco,Freddy Peralta,-3%,32%,Walk; Simmons to 3B; Arraez to 2B
58,MIL202104010,t6,3-2,2,123,,O,MIN,Miguel Sano,Freddy Peralta,8%,40%,Strikeout Swinging
59,MIL202104010,b6,2-3,0,---,,O,MIL,Jackie Bradley Jr.,Cody Stashak,-4%,36%,Flyball: RF (Short RF)
60,MIL202104010,b6,2-3,1,---,,O,MIL,Kolten Wong,Cody Stashak,-3%,33%,Strikeout Swinging
61,MIL202104010,b6,2-3,2,---,,O,MIL,Keston Hiura,Cody Stashak,-2%,31%,Popfly: 1B (Weak 2B)
62,MIL202104010,t7,3-2,0,---,,,MIN,Max Kepler,Eric Yardley,-7%,24%,Double to SS (Ground Ball)
63,MIL202104010,t7,3-2,0,-2-,,RR,MIN,Byron Buxton,Eric Yardley,-13%,11%,Home Run (Fly Ball to Deep LF-CF); Kepler Scores
64,MIL202104010,t7,5-2,0,---,,O,MIN,Mitch Garver,Eric Yardley,1%,12%,Groundout: 3B-1B (SS-3B Hole)
65,MIL202104010,t7,5-2,1,---,,O,MIN,Andrelton Simmons,Eric Yardley,1%,12%,Lineout: RF
66,MIL202104010,t7,5-2,2,---,,O,MIN,Kyle Garlick,Eric Yardley,1%,13%,Groundout: SS-1B
67,MIL202104010,b7,2-5,0,---,,O,MIL,Christian Yelich,Taylor Rogers,-3%,10%,Strikeout Swinging
68,MIL202104010,b7,2-5,1,---,,O,MIL,Avisail Garcia,Taylor Rogers,-2%,8%,Flyball: CF (Deep CF)
69,MIL202104010,b7,2-5,2,---,,O,MIL,Travis Shaw,Taylor Rogers,-1%,7%,Groundout: P-1B (Front of Home)
70,MIL202104010,t8,5-2,0,---,,,MIN,Luis Arraez,J.P. Feyereisen,-1%,6%,Walk
71,MIL202104010,t8,5-2,0,1--,,O,MIN,Jake Cave,J.P. Feyereisen,1%,7%,Strikeout Swinging
72,MIL202104010,t8,5-2,1,1--,,O,MIN,Jorge Polanco,J.P. Feyereisen,0%,8%,Groundout: P unassisted (Weak 2B-1B); Arraez to 2B
73,MIL202104010,t8,5-2,2,-2-,,O,MIN,Miguel Sano,J.P. Feyereisen,1%,9%,Strikeout Swinging
74,MIL202104010,b8,2-5,0,---,,O,MIL,Lorenzo Cain,Hansel Robles,-3%,6%,Strikeout Swinging
75,MIL202104010,b8,2-5,1,---,,O,MIL,Omar Narvaez,Hansel Robles,-2%,4%,Strikeout Swinging
76,MIL202104010,b8,2-5,2,---,,O,MIL,Orlando Arcia,Hansel Robles,-1%,3%,Flyball: CF (Deep CF-RF)
77,MIL202104010,t9,5-2,0,---,,O,MIN,Max Kepler,Josh Lindblom,0%,4%,Flyball: LF
78,MIL202104010,t9,5-2,1,---,,,MIN,Byron Buxton,Josh Lindblom,0%,3%,Walk
79,MIL202104010,t9,5-2,1,1--,,O,MIN,Mitch Garver,Josh Lindblom,0%,4%,Flyball: LF (Deep LF)
80,MIL202104010,t9,5-2,2,1--,,O,MIN,Andrelton Simmons,Josh Lindblom,0%,4%,Strikeout Swinging
81,MIL202104010,b9,2-5,0,---,,O,MIL,Daniel Robertson,Alex Colome,-2%,2%,Flyball: RF (Deep RF Line)
82,MIL202104010,b9,2-5,1,---,,,MIL,Kolten Wong,Alex Colome,3%,5%,Hit By Pitch
83,MIL202104010,b9,2-5,1,1--,,,MIL,Keston Hiura,Alex Colome,6%,10%,Fielder's Choice P; Wong to 2B/Adv on E1 (throw); Hiura to 1B
84,MIL202104010,b9,2-5,1,12-,,R,MIL,Christian Yelich,Alex Colome,10%,20%,Single to RF (Fly Ball to Deep RF); Wong Scores/unER; Hiura to 2B
85,MIL202104010,b9,3-5,1,12-,,O,MIL,Avisail Garcia,Alex Colome,-5%,15%,Groundout: 1B-P (Weak 2B-1B); Hiura to 3B; Yelich to 2B
86,MIL202104010,b9,3-5,2,-23,,RR,MIL,Travis Shaw,Alex Colome,46%,61%,Double to RF (Line Drive to CF-RF); Hiura Scores/unER; Yelich Scores/unER
87,MIL202104010,b9,5-5,2,-2-,,O,MIL,Lorenzo Cain,Alex Colome,-11%,50%,Groundout: SS-1B
88,MIL202104010,t10,5-5,0,-2-,,O,MIN,Willians Astudillo,Josh Hader,11%,61%,Strikeout Swinging
89,MIL202104010,t10,5-5,1,-2-,,,MIN,Luis Arraez,Josh Hader,-9%,52%,Wild Pitch; Simmons to 3B
90,MIL202104010,t10,5-5,1,--3,,O,MIN,Luis Arraez,Josh Hader,16%,68%,Strikeout Swinging
91,MIL202104010,t10,5-5,2,--3,,O,MIN,Jake Cave,Josh Hader,13%,81%,Strikeout Swinging
92,MIL202104010,b10,5-5,0,-2-,,,MIL,Omar Narvaez,Randy Dobnak,12%,94%,Single to RF (Line Drive to Short RF); Cain to 3B
93,MIL202104010,b10,5-5,0,1-3,,R,MIL,Orlando Arcia,Randy Dobnak,6%,100%,Fielder's Choice 2B; Cain Scores/unER; Narvaez to 2B; Arcia to 1B
0,CHN202104010,t1,0-0,0,---,,,PIT,Adam Frazier,Kyle Hendricks,4%,54%,Walk
1,CHN202104010,t1,0-0,0,1--,,RR,PIT,Ke'Bryan Hayes,Kyle Hendricks,15%,69%,Home Run (Fly Ball to Deep LF-CF); Frazier Scores
2,CHN202104010,t1,2-0,0,---,,O,PIT,Bryan Reynolds,Kyle Hendricks,-2%,67%,Groundout: 1B-P
3,CHN202104010,t1,2-0,1,---,,O,PIT,Colin Moran,Kyle Hendricks,-1%,66%,Strikeout Swinging
4,CHN202104010,t1,2-0,2,---,,O,PIT,Kevin Newman,Kyle Hendricks,-1%,65%,Groundout: C-1B
5,CHN202104010,b1,0-2,0,---,,,CHC,Ian Happ,Chad Kuhl,-4%,61%,Walk
6,CHN202104010,b1,0-2,0,1--,,O,CHC,Willson Contreras,Chad Kuhl,4%,65%,Groundout: SS-2B/Forceout at 2B (SS-3B Hole); Contreras to 1B
7,CHN202104010,b1,0-2,1,1--,,,CHC,Anthony Rizzo,Chad Kuhl,-9%,56%,Double to RF (Line Drive to CF-RF); Contreras to 3B
8,CHN202104010,b1,0-2,1,-23,,,CHC,Kris Bryant,Chad Kuhl,-2%,54%,Walk
9,CHN202104010,b1,0-2,1,123,,RO,CHC,Joc Pederson,Chad Kuhl,2%,56%,Flyball: LF/Sacrifice Fly (Deep LF); Contreras Scores
10,CHN202104010,b1,1-2,2,12-,,O,CHC,Javier Baez,Chad Kuhl,4%,60%,Foul Popfly: C (Behind Home)
11,CHN202104010,t2,2-1,0,---,,,PIT,Gregory Polanco,Kyle Hendricks,3%,64%,Walk
12,CHN202104010,t2,2-1,0,1--,,,PIT,Jacob Stallings,Kyle Hendricks,5%,69%,Single to RF (Ground Ball thru 2B-1B); Polanco to 2B
13,CHN202104010,t2,2-1,0,12-,,O,PIT,Anthony Alford,Kyle Hendricks,-5%,64%,Strikeout Looking
14,CHN202104010,t2,2-1,1,12-,,O,PIT,Chad Kuhl,Kyle Hendricks,-3%,60%,Groundout: 2B-SS/Forceout at 2B; Polanco to 3B; Kuhl to 1B
15,CHN202104010,t2,2-1,2,1-3,,R,PIT,Adam Frazier,Kyle Hendricks,9%,69%,Single to LF (Ground Ball thru SS-3B Hole); Polanco Scores; Kuhl to 2B
16,CHN202104010,t2,3-1,2,12-,,O,PIT,Ke'Bryan Hayes,Kyle Hendricks,-3%,66%,Groundout: 3B unassisted/Forceout at 3B; Hayes to 1B
17,CHN202104010,b2,1-3,0,---,,O,CHC,Jason Heyward,Chad Kuhl,2%,68%,Groundout: 2B-1B (2B-1B)
18,CHN202104010,b2,1-3,1,---,,,CHC,David Bote,Chad Kuhl,-3%,66%,Walk
19,CHN202104010,b2,1-3,1,1--,,O,CHC,Kyle Hendricks,Chad Kuhl,2%,68%,Bunt Groundout: 3B-1B/Sacrifice; Bote to 2B
20,CHN202104010,b2,1-3,2,-2-,,O,CHC,Ian Happ,Chad Kuhl,3%,71%,Strikeout Swinging
21,CHN202104010,t3,3-1,0,---,,,PIT,Bryan Reynolds,Kyle Hendricks,3%,74%,Single to 2B (Ground Ball)
22,CHN202104010,t3,3-1,0,1--,,,PIT,Colin Moran,Kyle Hendricks,4%,78%,Walk; Reynolds to 2B
23,CHN202104010,t3,3-1,0,12-,,O,PIT,Kevin Newman,Kyle Hendricks,-2%,77%,Lineout: RF (Deep RF); Reynolds to 3B
24,CHN202104010,t3,3-1,1,1-3,,O,PIT,Gregory Polanco,Kyle Hendricks,-5%,71%,Strikeout Swinging
25,CHN202104010,t3,3-1,2,1-3,,O,PIT,Jacob Stallings,Kyle Hendricks,-4%,67%,Strikeout Looking
26,CHN202104010,b3,1-3,0,---,,,CHC,Willson Contreras,Chad Kuhl,-4%,63%,Reached on E4 (Ground Ball to Deep SS-2B); Contreras to 1B
27,CHN202104010,b3,1-3,0,1--,,,CHC,Anthony Rizzo,Chad Kuhl,-6%,57%,Contreras Steals 2B; Contreras to 3B/Adv on E2 (throw)
28,CHN202104010,b3,1-3,0,--3,,RO,CHC,Anthony Rizzo,Chad Kuhl,2%,59%,Flyball: RF/Sacrifice Fly (Deep RF Line); Contreras Scores/unER
29,CHN202104010,b3,2-3,1,---,,O,CHC,Kris Bryant,Chad Kuhl,2%,61%,Groundout: 2B-1B (Deep SS-2B)
30,CHN202104010,b3,2-3,2,---,,O,CHC,Joc Pederson,Chad Kuhl,1%,62%,Strikeout Swinging
31,CHN202104010,t4,3-2,0,---,,,PIT,Anthony Alford,Brandon Workman,4%,66%,Walk
32,CHN202104010,t4,3-2,0,1--,,O,PIT,Dustin Fowler,Brandon Workman,-6%,60%,Alford Caught Stealing (PO) 2B (P-1B-SS-2B)
33,CHN202104010,t4,3-2,1,---,,,PIT,Dustin Fowler,Brandon Workman,3%,63%,Single to RF (Line Drive to Short RF Line)
34,CHN202104010,t4,3-2,1,1--,,,PIT,Adam Frazier,Brandon Workman,4%,66%,Walk; Fowler to 2B
35,CHN202104010,t4,3-2,1,12-,,,PIT,Ke'Bryan Hayes,Brandon Workman,5%,71%,Fowler Steals 3B; Frazier Steals 2B
36,CHN202104010,t4,3-2,1,-23,,O,PIT,Ke'Bryan Hayes,Brandon Workman,-8%,63%,Lineout: RF (Deep RF)
37,CHN202104010,t4,3-2,2,-23,,O,PIT,Bryan Reynolds,Rex Brothers,-6%,57%,Groundout: P-1B (Front of Home)
38,CHN202104010,b4,2-3,0,---,,O,CHC,Javier Baez,Duane Underwood Jr.,3%,60%,Strikeout Swinging
39,CHN202104010,b4,2-3,1,---,,O,CHC,Jason Heyward,Duane Underwood Jr.,2%,62%,Strikeout Swinging
40,CHN202104010,b4,2-3,2,---,,O,CHC,David Bote,Duane Underwood Jr.,1%,64%,Strikeout Swinging
41,CHN202104010,t5,3-2,0,---,,,PIT,Colin Moran,Rex Brothers,4%,68%,Walk
42,CHN202104010,t5,3-2,0,1--,,,PIT,Kevin Newman,Rex Brothers,6%,73%,Single to LF (Ground Ball thru SS-3B Hole); Moran to 2B
43,CHN202104010,t5,3-2,0,12-,,O,PIT,Gregory Polanco,Rex Brothers,-5%,68%,Strikeout Swinging
44,CHN202104010,t5,3-2,1,12-,,R,PIT,Jacob Stallings,Jason Adam,14%,82%,Double to LF (Line Drive to Deep LF-CF); Moran Scores; Newman to 3B
45,CHN202104010,t5,4-2,1,-23,,O,PIT,Anthony Alford,Jason Adam,-6%,76%,Strikeout Swinging
46,CHN202104010,t5,4-2,2,-23,,,PIT,Phillip Evans,Jason Adam,1%,77%,Hit By Pitch
47,CHN202104010,t5,4-2,2,123,,O,PIT,Adam Frazier,Jason Adam,-6%,71%,Groundout: 1B-P (2B-1B)
48,CHN202104010,b5,2-4,0,---,,O,CHC,Eric Sogard,Clay Holmes,3%,74%,Lineout: 1B-P (2B-1B)
49,CHN202104010,b5,2-4,1,---,,O,CHC,Ian Happ,Clay Holmes,2%,77%,Groundout: 1B-P (2B-1B)
50,CHN202104010,b5,2-4,2,---,,O,CHC,Willson Contreras,Clay Holmes,1%,78%,Strikeout Swinging
51,CHN202104010,t6,4-2,0,---,,,PIT,Ke'Bryan Hayes,Jason Adam,3%,81%,Walk
52,CHN202104010,t6,4-2,0,1--,,O,PIT,Bryan Reynolds,Jason Adam,-1%,80%,Groundout: 3B-1B; Hayes to 2B
53,CHN202104010,t6,4-2,1,-2-,,,PIT,Colin Moran,Jason Adam,1%,81%,Walk
54,CHN202104010,t6,4-2,1,12-,,O,PIT,Kevin Newman,Dan Winkler,-3%,77%,Flyball: RF (CF-RF)
55,CHN202104010,t6,4-2,2,12-,,O,PIT,Gregory Polanco,Dan Winkler,-3%,74%,Groundout: SS-1B (Weak 2B)
56,CHN202104010,b6,2-4,0,---,,O,CHC,Anthony Rizzo,Sam Howard,4%,78%,Strikeout Looking
57,CHN202104010,b6,2-4,1,---,,O,CHC,Kris Bryant,Sam Howard,2%,80%,Strikeout Swinging
58,CHN202104010,b6,2-4,2,---,,O,CHC,Joc Pederson,Sam Howard,2%,82%,Strikeout Swinging; Pederson out at 1B/C-1B
59,CHN202104010,t7,4-2,0,---,,O,PIT,Jacob Stallings,Dan Winkler,-2%,80%,Strikeout Swinging
60,CHN202104010,t7,4-2,1,---,,,PIT,Anthony Alford,Dan Winkler,2%,82%,Walk
61,CHN202104010,t7,4-2,1,1--,,,PIT,Erik Gonzalez,Dan Winkler,1%,83%,Alford Steals 2B
62,CHN202104010,t7,4-2,1,-2-,,O,PIT,Erik Gonzalez,Dan Winkler,-2%,81%,Groundout: SS-1B (Weak 3B); Alford to 3B
63,CHN202104010,t7,4-2,2,--3,,R,PIT,Adam Frazier,Dan Winkler,8%,89%,Double to LF (Line Drive to LF-CF); Alford Scores
64,CHN202104010,t7,5-2,2,-2-,,O,PIT,Ke'Bryan Hayes,Dan Winkler,-2%,87%,Strikeout Swinging
65,CHN202104010,b7,2-5,0,---,,O,CHC,Javier Baez,David Bednar,3%,90%,Strikeout Swinging
66,CHN202104010,b7,2-5,1,---,,O,CHC,Jason Heyward,David Bednar,2%,92%,Strikeout Swinging
67,CHN202104010,b7,2-5,2,---,,O,CHC,Matt Duffy,David Bednar,1%,93%,Flyball: RF (RF Line)
68,CHN202104010,t8,5-2,0,---,,,PIT,Bryan Reynolds,Andrew Chafin,1%,94%,Walk
69,CHN202104010,t8,5-2,0,1--,,O,PIT,Colin Moran,Andrew Chafin,-1%,93%,Lineout: CF
70,CHN202104010,t8,5-2,1,1--,,,PIT,Kevin Newman,Andrew Chafin,1%,94%,Single to RF (Line Drive to Short RF); Reynolds to 2B
71,CHN202104010,t8,5-2,1,12-,,O,PIT,Gregory Polanco,Andrew Chafin,-1%,93%,Groundout: C-1B; Reynolds to 3B; Newman to 2B
72,CHN202104010,t8,5-2,2,-23,,,PIT,Jacob Stallings,Ryan Tepera,0%,93%,Walk
73,CHN202104010,t8,5-2,2,123,,O,PIT,Anthony Alford,Ryan Tepera,-2%,91%,Strikeout Swinging
74,CHN202104010,b8,2-5,0,---,,,CHC,Eric Sogard,Chris Stratton,-7%,85%,Double to RF (Line Drive to Short RF Line)
75,CHN202104010,b8,2-5,0,-2-,,O,CHC,Ian Happ,Chris Stratton,4%,89%,Groundout: 1B unassisted (Weak 1B); Sogard to 3B
76,CHN202104010,b8,2-5,1,--3,,RO,CHC,Willson Contreras,Chris Stratton,2%,91%,Flyball: RF/Sacrifice Fly (Deep RF); Sogard Scores
77,CHN202104010,b8,3-5,2,---,,O,CHC,Anthony Rizzo,Chris Stratton,2%,92%,Groundout: SS-1B (SS-2B)
78,CHN202104010,t9,5-3,0,---,,O,PIT,Michael Perez,Alec Mills,-1%,92%,Strikeout Swinging
79,CHN202104010,t9,5-3,1,---,,O,PIT,Adam Frazier,Alec Mills,-1%,91%,Lineout: SS (Deep SS)
80,CHN202104010,t9,5-3,2,---,,O,PIT,Ke'Bryan Hayes,Alec Mills,0%,91%,Groundout: SS-1B (SS-3B Hole)
81,CHN202104010,b9,3-5,0,---,,O,CHC,Kris Bryant,Richard Rodriguez,5%,95%,Flyball: CF
82,CHN202104010,b9,3-5,1,---,,,CHC,Joc Pederson,Richard Rodriguez,-6%,89%,Walk
83,CHN202104010,b9,3-5,1,1--,,,CHC,Javier Baez,Richard Rodriguez,-1%,88%,Wild Pitch; Pederson to 2B
84,CHN202104010,b9,3-5,1,-2-,,O,CHC,Javier Baez,Richard Rodriguez,7%,95%,Strikeout Looking
85,CHN202104010,b9,3-5,2,-2-,,O,CHC,Jason Heyward,Richard Rodriguez,5%,100%,Strikeout Swinging
0,PHI202104010,t1,0-0,0,---,,O,ATL,Ronald Acuna Jr.,Aaron Nola,2%,52%,Flyball: CF (Deep LF-CF)
1,PHI202104010,t1,0-0,1,---,,O,ATL,Ozzie Albies,Aaron Nola,2%,54%,Strikeout Swinging
2,PHI202104010,t1,0-0,2,---,,O,ATL,Freddie Freeman,Aaron Nola,1%,55%,Groundout: 1B-P
3,PHI202104010,b1,0-0,0,---,,,PHI,Andrew McCutchen,Max Fried,4%,58%,Single to RF (Line Drive to RF Line)
4,PHI202104010,b1,0-0,0,1--,,O,PHI,Rhys Hoskins,Max Fried,-3%,55%,Flyball: CF (Deep CF-RF)
5,PHI202104010,b1,0-0,1,1--,,,PHI,Bryce Harper,Max Fried,3%,59%,Walk; McCutchen to 2B
6,PHI202104010,b1,0-0,1,12-,,,PHI,J.T. Realmuto,Max Fried,6%,64%,Hit By Pitch; McCutchen to 3B; Harper to 2B
7,PHI202104010,b1,0-0,1,123,,RO,PHI,Alec Bohm,Max Fried,1%,65%,Flyball: LF/Sacrifice Fly; McCutchen Scores; Harper to 3B; Realmuto to 2B
8,PHI202104010,b1,1-0,2,-23,,O,PHI,Didi Gregorius,Max Fried,-5%,60%,Strikeout Swinging
9,PHI202104010,t2,0-1,0,---,,,ATL,Marcell Ozuna,Aaron Nola,-4%,57%,Single to LF (Ground Ball thru SS-3B Hole)
10,PHI202104010,t2,0-1,0,1--,,O,ATL,Travis d'Arnaud,Aaron Nola,4%,60%,Strikeout Swinging
11,PHI202104010,t2,0-1,1,1--,,O,ATL,Dansby Swanson,Aaron Nola,3%,63%,Flyball: LF (Deep LF)
12,PHI202104010,t2,0-1,2,1--,,O,ATL,Austin Riley,Aaron Nola,2%,66%,Groundout: 3B-1B (Weak 3B)
13,PHI202104010,b2,1-0,0,---,,O,PHI,Jean Segura,Max Fried,-2%,64%,Flyball: CF
14,PHI202104010,b2,1-0,1,---,,O,PHI,Adam Haseley,Max Fried,-1%,62%,Groundout: SS-1B (Deep SS)
15,PHI202104010,b2,1-0,2,---,,O,PHI,Aaron Nola,Max Fried,-1%,61%,Strikeout Swinging
16,PHI202104010,t3,0-1,0,---,,O,ATL,Cristian Pache,Aaron Nola,3%,64%,Foul Popfly: 3B
17,PHI202104010,t3,0-1,1,---,,O,ATL,Max Fried,Aaron Nola,2%,66%,Strikeout Looking
18,PHI202104010,t3,0-1,2,---,,,ATL,Ronald Acuna Jr.,Aaron Nola,-3%,63%,Double to LF (Ground Ball)
19,PHI202104010,t3,0-1,2,-2-,,O,ATL,Ozzie Albies,Aaron Nola,4%,67%,Groundout: 2B-1B (2B-1B)
20,PHI202104010,b3,1-0,0,---,,O,PHI,Andrew McCutchen,Max Fried,-2%,65%,Strikeout Swinging
21,PHI202104010,b3,1-0,1,---,,,PHI,Rhys Hoskins,Max Fried,4%,69%,Double to LF (Ground Ball)
22,PHI202104010,b3,1-0,1,-2-,,,PHI,Bryce Harper,Max Fried,4%,73%,Single to RF (Line Drive to CF-RF); Hoskins to 3B
23,PHI202104010,b3,1-0,1,1-3,,RO,PHI,J.T. Realmuto,Max Fried,2%,75%,Single to 2B (Ground Ball to 2B-1B); Hoskins Scores; Harper out at 3B/2B-3B
24,PHI202104010,b3,2-0,2,1--,,,PHI,Alec Bohm,Max Fried,1%,76%,Walk; Realmuto to 2B
25,PHI202104010,b3,2-0,2,12-,,O,PHI,Didi Gregorius,Max Fried,-3%,73%,Strikeout Swinging
26,PHI202104010,t4,0-2,0,---,,O,ATL,Freddie Freeman,Aaron Nola,3%,76%,Flyball: CF (Deep CF)
27,PHI202104010,t4,0-2,1,---,,O,ATL,Marcell Ozuna,Aaron Nola,2%,78%,Strikeout Swinging
28,PHI202104010,t4,0-2,2,---,,O,ATL,Travis d'Arnaud,Aaron Nola,1%,79%,Flyball: 2B (Short CF-RF)
29,PHI202104010,b4,2-0,0,---,,,PHI,Jean Segura,Max Fried,2%,81%,Single to RF (Line Drive to Deep 2B-1B)
30,PHI202104010,b4,2-0,0,1--,,O,PHI,Adam Haseley,Max Fried,-2%,79%,Strikeout Swinging
31,PHI202104010,b4,2-0,1,1--,,,PHI,Aaron Nola,Max Fried,2%,81%,Fielder's Choice 1B; Segura to 2B/Adv on E3 (throw); Nola to 1B
32,PHI202104010,b4,2-0,1,12-,,O,PHI,Andrew McCutchen,Max Fried,-2%,79%,Groundout: SS-2B/Forceout at 2B; Segura to 3B; McCutchen to 1B
33,PHI202104010,b4,2-0,2,1-3,,O,PHI,Rhys Hoskins,Max Fried,-3%,75%,Strikeout Swinging
34,PHI202104010,t5,0-2,0,---,,O,ATL,Dansby Swanson,Aaron Nola,3%,78%,Flyball: RF (CF-RF)
35,PHI202104010,t5,0-2,1,---,,,ATL,Austin Riley,Aaron Nola,-3%,75%,Single to LF (Ground Ball thru SS-3B Hole)
36,PHI202104010,t5,0-2,1,1--,,O,ATL,Cristian Pache,Aaron Nola,4%,79%,Strikeout Swinging
37,PHI202104010,t5,0-2,2,1--,,O,ATL,Max Fried,Aaron Nola,3%,81%,Groundout: 2B-1B
38,PHI202104010,b5,2-0,0,---,,O,PHI,Bryce Harper,Max Fried,-1%,80%,Flyball: LF (Deep LF)
39,PHI202104010,b5,2-0,1,---,,,PHI,J.T. Realmuto,Max Fried,3%,83%,Double to RF (Line Drive to RF Line)
40,PHI202104010,b5,2-0,1,-2-,,O,PHI,Alec Bohm,Max Fried,-2%,80%,Strikeout Looking
41,PHI202104010,b5,2-0,2,-2-,,O,PHI,Didi Gregorius,Max Fried,-2%,78%,Strikeout Swinging
42,PHI202104010,t6,0-2,0,---,,,ATL,Ronald Acuna Jr.,Aaron Nola,-5%,73%,Single to LF (Line Drive)
43,PHI202104010,t6,0-2,0,1--,,O,ATL,Ozzie Albies,Aaron Nola,5%,78%,Foul Popfly: 3B
44,PHI202104010,t6,0-2,1,1--,,,ATL,Freddie Freeman,Aaron Nola,-12%,66%,Reached on E3 (throw) (Ground Ball to Weak 1B); Acuna to 3B; Freeman to 2B
45,PHI202104010,t6,0-2,1,-23,,O,ATL,Marcell Ozuna,Aaron Nola,10%,76%,Lineout: 3B (Deep 3B)
46,PHI202104010,t6,0-2,2,-23,,O,ATL,Travis d'Arnaud,Aaron Nola,8%,85%,Strikeout Looking
47,PHI202104010,b6,2-0,0,---,,O,PHI,Jean Segura,Tyler Matzek,-1%,83%,Groundout: SS-1B
48,PHI202104010,b6,2-0,1,---,,,PHI,Adam Haseley,Tyler Matzek,1%,85%,Single to CF (Line Drive to Deep CF)
49,PHI202104010,b6,2-0,1,1--,,O,PHI,Aaron Nola,Tyler Matzek,-1%,84%,Bunt Groundout: 1B-2B/Sacrifice (Short 1B Line); Haseley to 2B
50,PHI202104010,b6,2-0,2,-2-,,,PHI,Andrew McCutchen,Tyler Matzek,0%,84%,Walk
51,PHI202104010,b6,2-0,2,12-,,O,PHI,Rhys Hoskins,Tyler Matzek,-3%,82%,Strikeout Swinging
52,PHI202104010,t7,0-2,0,---,,O,ATL,Dansby Swanson,Aaron Nola,3%,85%,Flyball: CF (CF-RF)
53,PHI202104010,t7,0-2,1,---,,O,ATL,Austin Riley,Aaron Nola,2%,87%,Lineout: CF (Deep CF)
54,PHI202104010,t7,0-2,2,---,,,ATL,Cristian Pache,Aaron Nola,-3%,85%,Double to LF (Line Drive to LF Line)
55,PHI202104010,t7,0-2,2,-2-,,RR,ATL,Pablo Sandoval,Aaron Nola,-28%,57%,Home Run (Fly Ball to Deep RF Line); Pache Scores
56,PHI202104010,t7,2-2,2,---,,,ATL,Ronald Acuna Jr.,Archie Bradley,-2%,55%,Walk
57,PHI202104010,t7,2-2,2,1--,,O,ATL,Ozzie Albies,Archie Bradley,4%,59%,Flyball: CF (Deep CF)
58,PHI202104010,b7,2-2,0,---,,O,PHI,Bryce Harper,A.J. Minter,-4%,55%,Groundout: 2B-1B
59,PHI202104010,b7,2-2,1,---,,O,PHI,J.T. Realmuto,A.J. Minter,-3%,52%,Groundout: SS-1B (SS-2B)
60,PHI202104010,b7,2-2,2,---,,O,PHI,Alec Bohm,A.J. Minter,-2%,50%,Groundout: SS-1B (Deep SS)
61,PHI202104010,t8,2-2,0,---,,,ATL,Freddie Freeman,Jose Alvarado,-7%,43%,Walk
62,PHI202104010,t8,2-2,0,1--,,O,ATL,Marcell Ozuna,Jose Alvarado,7%,50%,Strikeout Swinging
63,PHI202104010,t8,2-2,1,1--,,,ATL,Travis d'Arnaud,Jose Alvarado,-7%,43%,Single to LF (Ground Ball thru SS-3B Hole); Freeman to 2B
64,PHI202104010,t8,2-2,1,12-,,O,ATL,Dansby Swanson,Jose Alvarado,9%,52%,Strikeout Swinging
65,PHI202104010,t8,2-2,2,12-,,,ATL,Austin Riley,Jose Alvarado,-5%,47%,Hit By Pitch; Freeman to 3B; d'Arnaud to 2B
66,PHI202104010,t8,2-2,2,123,,O,ATL,Cristian Pache,Jose Alvarado,14%,61%,Strikeout Swinging
67,PHI202104010,b8,2-2,0,---,,,PHI,Didi Gregorius,Chris Martin,6%,67%,Single to CF (Line Drive to CF-RF)
68,PHI202104010,b8,2-2,0,1--,,O,PHI,Jean Segura,Chris Martin,-6%,61%,Groundout: P-2B/Forceout at 2B (Weak SS-2B); Segura to 1B
69,PHI202104010,b8,2-2,1,1--,,,PHI,Roman Quinn,Chris Martin,4%,65%,Segura Steals 2B
70,PHI202104010,b8,2-2,1,-2-,,O,PHI,Roman Quinn,Chris Martin,-7%,58%,Strikeout Swinging
71,PHI202104010,b8,2-2,2,-2-,,O,PHI,Brad Miller,Chris Martin,-8%,50%,Lineout: 2B (Deep 2B)
72,PHI202104010,t9,2-2,0,---,,O,ATL,Ehire Adrianza,Hector Neris,6%,56%,Groundout: 2B-1B
73,PHI202104010,t9,2-2,1,---,,O,ATL,Ronald Acuna Jr.,Hector Neris,5%,60%,Strikeout Looking
